statement,label,statement_id,source
Muscat is a name of a city.,1,3059,capitals
Alofi is a city in Niue,1,3060,capitals
Jakarta is a name of a city.,1,3061,capitals
Zambia is a name of a country.,1,3062,capitals
Tokyo is a name of a city.,1,3063,capitals
Fiji is a name of a country.,1,3064,capitals
Taipei is a name of a city.,1,3065,capitals
Mbabane is a name of a city.,1,3066,capitals
Kuwait City is a city in Kuwait,1,3067,capitals
Jamaica is a name of a country.,1,3068,capitals
Afghanistan is a name of a country.,1,3069,capitals
American Samoa is a name of a country.,1,3070,capitals
Kingstown is a city in Saint Vincent and the Grenadines,1,3071,capitals
Tashkent is a city in Uzbekistan,1,3072,capitals
George Town is a name of a city.,1,3073,capitals
Port-au-Prince is a city in Haiti,1,3074,capitals
Trinidad and Tobago is a name of a country.,1,3075,capitals
Dodoma is a name of a city.,1,3076,capitals
Saint Martin is a name of a country.,1,3077,capitals
Philipsburg is a name of a city.,1,3078,capitals
Tunisia is a name of a country.,1,3079,capitals
Maputo is a name of a city.,1,3080,capitals
Latvia is a name of a country.,1,3081,capitals
Puerto Rico is a name of a country.,1,3082,capitals
Riyadh is a city in Saudi Arabia,1,3083,capitals
Sukhumi is a city in Abkhazia,1,3084,capitals
Mbabane is a city in Swaziland,1,3085,capitals
Sint Maarten is a name of a country.,1,3086,capitals
Guyana is a name of a country.,1,3087,capitals
Central African Republic is a name of a country.,1,3088,capitals
Lisbon is a city in Portugal,1,3089,capitals
Nassau is a name of a city.,1,3090,capitals
Niue is a name of a country.,1,3091,capitals
Baku is a city in Azerbaijan,1,3092,capitals
Bishkek is a name of a city.,1,3093,capitals
Togo is a name of a country.,1,3094,capitals
Vietnam is a name of a country.,1,3095,capitals
The Valley is a city in Anguilla,1,3096,capitals
Quito is a city in Ecuador,1,3097,capitals
Paramaribo is a city in Suriname,1,3098,capitals
Cocos Islands is a name of a country.,1,3099,capitals
Muscat is a city in Oman,1,3100,capitals
Malé is a city in Maldives,1,3101,capitals
Bandar Seri Begawan is a city in Brunei,1,3102,capitals
Nauru is a name of a country.,1,3103,capitals
Asmara is a name of a city.,1,3104,capitals
Thailand is a name of a country.,1,3105,capitals
Nouméa is a city in New Caledonia,1,3106,capitals
Roseau is a name of a city.,1,3107,capitals
Guam is a name of a country.,1,3108,capitals
Adamstown is a city in Pitcairn Islands,1,3109,capitals
Nairobi is a city in Kenya,1,3110,capitals
Ankara is a city in Turkey,1,3111,capitals
Namibia is a name of a country.,1,3112,capitals
Yaoundé is a name of a city.,1,3113,capitals
Greenland is a name of a country.,1,3114,capitals
Zagreb is a name of a city.,1,3115,capitals
Croatia is a name of a country.,1,3116,capitals
Belmopan is a name of a city.,1,3117,capitals
Niamey is a name of a city.,1,3118,capitals
Gustavia is a name of a city.,1,3119,capitals
Helsinki is a name of a city.,1,3120,capitals
Yaren is a name of a city.,1,3121,capitals
Jordan is a name of a country.,1,3122,capitals
Hanoi is a city in Vietnam,1,3123,capitals
Kabul is a name of a city.,1,3124,capitals
Palau is a name of a country.,1,3125,capitals
Norfolk Island is a name of a country.,1,3126,capitals
Funafuti is a name of a city.,1,3127,capitals
Hanoi is a name of a city.,1,3128,capitals
São Tomé is a name of a city.,1,3129,capitals
San José is a name of a city.,1,3130,capitals
Gaborone is a name of a city.,1,3131,capitals
Philippines is a name of a country.,1,3132,capitals
Denmark is a name of a country.,1,3133,capitals
Astana is a city in Kazakhstan,1,3134,capitals
South Africa is a name of a country.,1,3135,capitals
Moscow is a name of a city.,1,3136,capitals
Niamey is a city in Niger,1,3137,capitals
Addis Ababa is a name of a city.,1,3138,capitals
Bridgetown is a city in Barbados,1,3139,capitals
Austria is a name of a country.,1,3140,capitals
Oman is a name of a country.,1,3141,capitals
Astana is a name of a city.,1,3142,capitals
Eritrea is a name of a country.,1,3143,capitals
Tehran is a city in Iran,1,3144,capitals
London is a name of a city.,1,3145,capitals
Guinea is a name of a country.,1,3146,capitals
Tskhinvali is a city in South Ossetia,1,3147,capitals
Monrovia is a name of a city.,1,3148,capitals
Gabon is a name of a country.,1,3149,capitals
Taipei is a city in Taiwan,1,3150,capitals
San Marino is a name of a city.,1,3151,capitals
Tegucigalpa is a city in Honduras,1,3152,capitals
Ascension Island is a name of a country.,1,3153,capitals
Amsterdam is a name of a city.,1,3154,capitals
British Virgin Islands is a name of a country.,1,3155,capitals
Nicosia is a name of a city.,1,3156,capitals
St. Helier is a name of a city.,1,3157,capitals
Vilnius is a city in Lithuania,1,3158,capitals
East Timor is a name of a country.,1,3159,capitals
Anguilla is a name of a country.,1,3160,capitals
Belgium is a name of a country.,1,3161,capitals
Conakry is a city in Guinea,1,3162,capitals
Ottawa is a name of a city.,1,3163,capitals
Baghdad is a name of a city.,1,3164,capitals
Algeria is a name of a country.,1,3165,capitals
Stockholm is a city in Sweden,1,3166,capitals
Albania is a name of a country.,1,3167,capitals
Road Town is a city in British Virgin Islands,1,3168,capitals
New Delhi is a name of a city.,1,3169,capitals
Armenia is a name of a country.,1,3170,capitals
Bahrain is a name of a country.,1,3171,capitals
Lomé is a name of a city.,1,3172,capitals
Santo Domingo is a city in Dominican Republic,1,3173,capitals
Stockholm is a name of a city.,1,3174,capitals
Jerusalem is a city in Israel,1,3175,capitals
Angola is a name of a country.,1,3176,capitals
Tristan da Cunha is a name of a country.,1,3177,capitals
Praia is a name of a city.,1,3178,capitals
Andorra is a name of a country.,1,3179,capitals
London is a city in United Kingdom,1,3180,capitals
Georgetown is a city in Guyana,1,3181,capitals
Switzerland is a name of a country.,1,3182,capitals
Laos is a name of a country.,1,3183,capitals
Lusaka is a name of a city.,1,3184,capitals
Hargeisa is a name of a city.,1,3185,capitals
Kingston is a city in Norfolk Island,1,3186,capitals
Managua is a city in Nicaragua,1,3187,capitals
Suva is a name of a city.,1,3188,capitals
Rome is a name of a city.,1,3189,capitals
Malabo is a name of a city.,1,3190,capitals
Willemstad is a city in Curaçao,1,3191,capitals
Juba is a city in South Sudan,1,3192,capitals
Kenya is a name of a country.,1,3193,capitals
Manila is a name of a city.,1,3194,capitals
Nassau is a city in Bahamas,1,3195,capitals
Bissau is a city in Guinea-Bissau,1,3196,capitals
Kuala Lumpur is a city in Malaysia,1,3197,capitals
Australia is a name of a country.,1,3198,capitals
The Valley is a name of a city.,1,3199,capitals
Vaduz is a name of a city.,1,3200,capitals
Burkina Faso is a name of a country.,1,3201,capitals
Port Moresby is a name of a city.,1,3202,capitals
Easter Island is a name of a country.,1,3203,capitals
Tunis is a name of a city.,1,3204,capitals
Prague is a city in Czech Republic,1,3205,capitals
Seoul is a name of a city.,1,3206,capitals
Khartoum is a city in Sudan,1,3207,capitals
Vilnius is a name of a city.,1,3208,capitals
Saudi Arabia is a name of a country.,1,3209,capitals
Mongolia is a name of a country.,1,3210,capitals
Budapest is a name of a city.,1,3211,capitals
India is a name of a country.,1,3212,capitals
Naypyidaw is a city in Burma,1,3213,capitals
Papeete is a city in French Polynesia,1,3214,capitals
Libya is a name of a country.,1,3215,capitals
Charlotte Amalie is a name of a city.,1,3216,capitals
Port Louis is a name of a city.,1,3217,capitals
Democratic Republic of the Congo is a name of a country.,1,3218,capitals
Asmara is a city in Eritrea,1,3219,capitals
Chad is a name of a country.,1,3220,capitals
Plymouth is a name of a city.,1,3221,capitals
Sucre is a city in Bolivia,1,3222,capitals
St. Peter Port is a name of a city.,1,3223,capitals
Philipsburg is a city in Sint Maarten,1,3224,capitals
Peru is a name of a country.,1,3225,capitals
Finland is a name of a country.,1,3226,capitals
Northern Cyprus is a name of a country.,1,3227,capitals
Transnistria is a name of a country.,1,3228,capitals
South Ossetia is a name of a country.,1,3229,capitals
Roseau is a city in Dominica,1,3230,capitals
Kosovo is a name of a country.,1,3231,capitals
Caracas is a name of a city.,1,3232,capitals
United Arab Emirates is a name of a country.,1,3233,capitals
Wallis and Futuna is a name of a country.,1,3234,capitals
South Korea is a name of a country.,1,3235,capitals
Monaco is a city in Monaco,1,3236,capitals
Praia is a city in Cape Verde,1,3237,capitals
Georgia is a name of a country.,1,3238,capitals
Addis Ababa is a city in Ethiopia,1,3239,capitals
Ankara is a name of a city.,1,3240,capitals
Cyprus is a name of a country.,1,3241,capitals
United Kingdom is a name of a country.,1,3242,capitals
Iraq is a name of a country.,1,3243,capitals
Yaoundé is a city in Cameroon,1,3244,capitals
Madagascar is a name of a country.,1,3245,capitals
Pretoria is a name of a city.,1,3246,capitals
Nicaragua is a name of a country.,1,3247,capitals
Gambia is a name of a country.,1,3248,capitals
Saipan is a city in Northern Mariana Islands,1,3249,capitals
Avarua is a city in Cook Islands,1,3250,capitals
Dili is a name of a city.,1,3251,capitals
Wellington is a name of a city.,1,3252,capitals
Bangkok is a name of a city.,1,3253,capitals
Vienna is a name of a city.,1,3254,capitals
Portugal is a name of a country.,1,3255,capitals
Oslo is a name of a city.,1,3256,capitals
Tallinn is a city in Estonia,1,3257,capitals
El Aaiún is a city in Sahrawi Arab Democratic Republic ,1,3258,capitals
Yerevan is a city in Armenia,1,3259,capitals
Taiwan is a name of a country.,1,3260,capitals
Minsk is a name of a city.,1,3261,capitals
Quito is a name of a city.,1,3262,capitals
Cayenne is a name of a city.,1,3263,capitals
Zagreb is a city in Croatia,1,3264,capitals
Managua is a name of a city.,1,3265,capitals
Santiago is a name of a city.,1,3266,capitals
Dhaka is a name of a city.,1,3267,capitals
Abu Dhabi is a name of a city.,1,3268,capitals
Guatemala City is a name of a city.,1,3269,capitals
Sofia is a city in Bulgaria,1,3270,capitals
Bratislava is a name of a city.,1,3271,capitals
Tirana is a name of a city.,1,3272,capitals
Funafuti is a city in Tuvalu,1,3273,capitals
Victoria is a name of a city.,1,3274,capitals
Thimphu is a city in Bhutan,1,3275,capitals
Cayman Islands is a name of a country.,1,3276,capitals
Estonia is a name of a country.,1,3277,capitals
Algiers is a city in Algeria,1,3278,capitals
Uganda is a name of a country.,1,3279,capitals
Honiara is a name of a city.,1,3280,capitals
Monrovia is a city in Liberia,1,3281,capitals
Saint Kitts and Nevis is a name of a country.,1,3282,capitals
Lesotho is a name of a country.,1,3283,capitals
Pristina is a city in Kosovo,1,3284,capitals
Qatar is a name of a country.,1,3285,capitals
Abuja is a name of a city.,1,3286,capitals
St. John's is a city in Antigua and Barbuda,1,3287,capitals
Azerbaijan is a name of a country.,1,3288,capitals
Beijing is a name of a city.,1,3289,capitals
Podgorica is a name of a city.,1,3290,capitals
Chisinau is a name of a city.,1,3291,capitals
Brunei is a name of a country.,1,3292,capitals
Basseterre is a city in Saint Kitts and Nevis,1,3293,capitals
Willemstad is a name of a city.,1,3294,capitals
Ouagadougou is a name of a city.,1,3295,capitals
Bissau is a name of a city.,1,3296,capitals
Haiti is a name of a country.,1,3297,capitals
Russia is a name of a country.,1,3298,capitals
Somaliland is a name of a country.,1,3299,capitals
Kathmandu is a city in Nepal,1,3300,capitals
Damascus is a city in Syria,1,3301,capitals
Bhutan is a name of a country.,1,3302,capitals
Havana is a name of a city.,1,3303,capitals
Budapest is a city in Hungary,1,3304,capitals
Panama City is a city in Panama,1,3305,capitals
Majuro is a name of a city.,1,3306,capitals
San Marino is a city in San Marino,1,3307,capitals
Dominica is a name of a country.,1,3308,capitals
Pitcairn Islands is a name of a country.,1,3309,capitals
George Town is a city in Cayman Islands,1,3310,capitals
Kampala is a city in Uganda,1,3311,capitals
Morocco is a name of a country.,1,3312,capitals
Flying Fish Cove is a city in Christmas Island,1,3313,capitals
Buenos Aires is a city in Argentina,1,3314,capitals
Tanzania is a name of a country.,1,3315,capitals
Jamestown is a city in Saint Helena,1,3316,capitals
Montserrat is a name of a country.,1,3317,capitals
Pago Pago is a name of a city.,1,3318,capitals
Madrid is a city in Spain,1,3319,capitals
Moldova is a name of a country.,1,3320,capitals
Douglas is a name of a city.,1,3321,capitals
Vienna is a city in Austria,1,3322,capitals
Spain is a name of a country.,1,3323,capitals
Mozambique is a name of a country.,1,3324,capitals
Cockburn Town is a city in Turks and Caicos Islands,1,3325,capitals
Nairobi is a name of a city.,1,3326,capitals
Canberra is a name of a city.,1,3327,capitals
Dushanbe is a city in Tajikistan,1,3328,capitals
San Juan is a name of a city.,1,3329,capitals
Panama is a name of a country.,1,3330,capitals
St. George's is a city in Grenada,1,3331,capitals
Melekeok is a city in Palau,1,3332,capitals
Cockburn Town is a name of a city.,1,3333,capitals
Lilongwe is a city in Malawi,1,3334,capitals
Tarawa is a name of a city.,1,3335,capitals
Asunción is a city in Paraguay,1,3336,capitals
Panama City is a name of a city.,1,3337,capitals
St. Pierre is a name of a city.,1,3338,capitals
Jerusalem is a name of a city.,1,3339,capitals
Kigali is a name of a city.,1,3340,capitals
Bermuda is a name of a country.,1,3341,capitals
Vatican City is a name of a city.,1,3342,capitals
N'Djamena is a name of a city.,1,3343,capitals
Gustavia is a city in Saint Barthélemy,1,3344,capitals
Reykjavík is a city in Iceland,1,3345,capitals
Cuba is a name of a country.,1,3346,capitals
Hagåtña is a city in Guam,1,3347,capitals
Ethiopia is a name of a country.,1,3348,capitals
Palikir is a city in Federated States of Micronesia,1,3349,capitals
Tallinn is a name of a city.,1,3350,capitals
Pyongyang is a city in North Korea,1,3351,capitals
Czech Republic is a name of a country.,1,3352,capitals
Thimphu is a name of a city.,1,3353,capitals
Accra is a city in Ghana,1,3354,capitals
Gaborone is a city in Botswana,1,3355,capitals
Yamoussoukro is a city in Ivory Coast,1,3356,capitals
Plymouth is a city in Montserrat,1,3357,capitals
Hungary is a name of a country.,1,3358,capitals
Tripoli is a name of a city.,1,3359,capitals
Helsinki is a city in Finland,1,3360,capitals
Barbados is a name of a country.,1,3361,capitals
Lisbon is a name of a city.,1,3362,capitals
Lima is a name of a city.,1,3363,capitals
Porto-Novo is a city in Benin,1,3364,capitals
Saint Helena is a name of a country.,1,3365,capitals
Antananarivo is a city in Madagascar,1,3366,capitals
Montevideo is a city in Uruguay,1,3367,capitals
Bamako is a city in Mali,1,3368,capitals
Sri Jayawardenepura Kotte is a name of a city.,1,3369,capitals
Brussels is a city in Belgium,1,3370,capitals
Tórshavn is a name of a city.,1,3371,capitals
El Salvador is a name of a country.,1,3372,capitals
Lusaka is a city in Zambia,1,3373,capitals
Bulgaria is a name of a country.,1,3374,capitals
Port Vila is a name of a city.,1,3375,capitals
Kuwait City is a name of a city.,1,3376,capitals
Freetown is a name of a city.,1,3377,capitals
Mauritania is a name of a country.,1,3378,capitals
Hamilton is a city in Bermuda,1,3379,capitals
Ireland is a name of a country.,1,3380,capitals
Georgetown is a name of a city.,1,3381,capitals
Tiraspol is a name of a city.,1,3382,capitals
Guernsey is a name of a country.,1,3383,capitals
Hanga Roa is a name of a city.,1,3384,capitals
New Caledonia is a name of a country.,1,3385,capitals
Erbium has the atomic number of 68.,1,3386,elements
Gold is in the Transition metal group.,1,3387,elements
Terbium appears in its standard state as Solid.,1,3388,elements
Erbium appears in its standard state as Solid.,1,3389,elements
Zirconium has the atomic number of 40.,1,3390,elements
Samarium appears in its standard state as Solid.,1,3391,elements
Osmium is in the Transition metal group.,1,3392,elements
Cadmium is used in rechargeable batteries and as a pigment.,1,3393,elements
Rhenium is used in high-temperature alloys and catalytic converters.,1,3394,elements
Barium appears in its standard state as Solid.,1,3395,elements
Holmium has the symbol Ho.,1,3396,elements
Selenium has the symbol Se.,1,3397,elements
Cerium has the symbol Ce.,1,3398,elements
Astatine appears in its standard state as Solid.,1,3399,elements
Astatine has the symbol At.,1,3400,elements
Krypton appears in its standard state as Gas.,1,3401,elements
Mercury has the symbol Hg.,1,3402,elements
Chlorine is in the Halogen group.,1,3403,elements
Neon is in the Noble gas group.,1,3404,elements
Potassium is essential for muscle and nerve function and is highly reactive with water.,1,3405,elements
Boron is used in the production of glass and ceramics.,1,3406,elements
Magnesium is a lightweight metal used in alloys and flares.,1,3407,elements
Tantalum has the atomic number of 73.,1,3408,elements
Silver appears in its standard state as Solid.,1,3409,elements
Uranium is a radioactive element used as fuel in nuclear reactors and in the production of atomic weapons.,1,3410,elements
Silver has the atomic number of 47.,1,3411,elements
Iron appears in its standard state as Solid.,1,3412,elements
Carbon forms more compounds than any other element.,1,3413,elements
Zirconium appears in its standard state as Solid.,1,3414,elements
Rhenium has the atomic number of 75.,1,3415,elements
Cobalt has the atomic number of 27.,1,3416,elements
Yttrium has the atomic number of 39.,1,3417,elements
Fluorine has the atomic number of 9.,1,3418,elements
Manganese has the symbol Mn.,1,3419,elements
Terbium is used in green phosphors and lasers.,1,3420,elements
Lanthanum appears in its standard state as Solid.,1,3421,elements
Bromine appears in its standard state as Liquid.,1,3422,elements
"Bismuth is a low-toxicity heavy metal used in cosmetics, some alloys, and pharmaceuticals.",1,3423,elements
Vanadium is in the Transition metal group.,1,3424,elements
Neptunium is in the Actinide group.,1,3425,elements
Yttrium is used in phosphors for CRT displays and LEDs.,1,3426,elements
Actinium has the symbol Ac.,1,3427,elements
Potassium has the symbol K.,1,3428,elements
Technetium is the lightest radioactive element and is used in medical imaging.,1,3429,elements
Barium has the symbol Ba.,1,3430,elements
Holmium appears in its standard state as Solid.,1,3431,elements
Rhodium is used in catalytic converters and as a plating for jewelry.,1,3432,elements
Vanadium is used to strengthen steel and in some high-capacity batteries.,1,3433,elements
Sulfur has the atomic number of 16.,1,3434,elements
Tin appears in its standard state as Solid.,1,3435,elements
Tantalum appears in its standard state as Solid.,1,3436,elements
Arsenic appears in its standard state as Solid.,1,3437,elements
Xenon appears in its standard state as Gas.,1,3438,elements
Ytterbium appears in its standard state as Solid.,1,3439,elements
Tin has the atomic number of 50.,1,3440,elements
Rhenium appears in its standard state as Solid.,1,3441,elements
Radon has the symbol Rn.,1,3442,elements
Germanium has the symbol Ge.,1,3443,elements
Praseodymium is in the Lanthanide group.,1,3444,elements
Oxygen is necessary for aerobic respiration in living organisms.,1,3445,elements
Nickel has the symbol Ni.,1,3446,elements
Thulium has the symbol Tm.,1,3447,elements
Argon is a noble gas used as an inert atmosphere in welding and other applications.,1,3448,elements
Iodine appears in its standard state as Solid.,1,3449,elements
Iron has the symbol Fe.,1,3450,elements
Zinc has the atomic number of 30.,1,3451,elements
Hydrogen appears in its standard state as Gas.,1,3452,elements
Actinium has the atomic number of 89.,1,3453,elements
Selenium appears in its standard state as Solid.,1,3454,elements
Astatine is in the Halogen group.,1,3455,elements
Astatine has the atomic number of 85.,1,3456,elements
Terbium has the symbol Tb.,1,3457,elements
Magnesium has the atomic number of 12.,1,3458,elements
Gallium has the symbol Ga.,1,3459,elements
Iodine is in the Halogen group.,1,3460,elements
Radon is a radioactive noble gas produced during the decay of uranium and thorium; it can accumulate in buildings and is a health hazard.,1,3461,elements
Boron is in the Metalloid group.,1,3462,elements
Palladium is in the Transition metal group.,1,3463,elements
Tantalum is in the Transition metal group.,1,3464,elements
Tungsten has the highest melting point of all elements and is used in lightbulb filaments.,1,3465,elements
Cerium appears in its standard state as Solid.,1,3466,elements
Francium is in the Alkali metal group.,1,3467,elements
Lithium is in the Alkali metal group.,1,3468,elements
Bromine has the symbol Br.,1,3469,elements
Rubidium has the symbol Rb.,1,3470,elements
Copper has the symbol Cu.,1,3471,elements
Scandium is in the Transition metal group.,1,3472,elements
Nickel is in the Transition metal group.,1,3473,elements
Iridium is in the Transition metal group.,1,3474,elements
Yttrium appears in its standard state as Solid.,1,3475,elements
Ytterbium has the atomic number of 70.,1,3476,elements
"Gold is highly valued for its conductivity, malleability, and resistance to corrosion, used in electronics, jewelry, and dentistry.",1,3477,elements
Molybdenum has the atomic number of 42.,1,3478,elements
Cesium is used in atomic clocks and as a catalyst.,1,3479,elements
Radium has the symbol Ra.,1,3480,elements
Palladium has the atomic number of 46.,1,3481,elements
Praseodymium has the atomic number of 59.,1,3482,elements
Tellurium is used in thermoelectric devices and solar cells.,1,3483,elements
Antimony is in the Metalloid group.,1,3484,elements
Technetium has the symbol Tc.,1,3485,elements
Lutetium is used in PET scans and some cancer treatments.,1,3486,elements
Oxygen appears in its standard state as Gas.,1,3487,elements
Hafnium is in the Transition metal group.,1,3488,elements
"Lead is a heavy, toxic metal used in batteries, radiation shielding, and some solders.",1,3489,elements
Tin is used in solder and pewter.,1,3490,elements
Palladium has the symbol Pd.,1,3491,elements
Gadolinium has the atomic number of 64.,1,3492,elements
Neon has the symbol Ne.,1,3493,elements
Yttrium is in the Transition metal group.,1,3494,elements
Calcium is essential for bone formation and muscle function.,1,3495,elements
Niobium has the symbol Nb.,1,3496,elements
Radium is in the Alkaline earth metal group.,1,3497,elements
Beryllium is in the Alkaline earth metal group.,1,3498,elements
Nickel appears in its standard state as Solid.,1,3499,elements
Ruthenium appears in its standard state as Solid.,1,3500,elements
Gadolinium has the symbol Gd.,1,3501,elements
Thorium is in the Actinide group.,1,3502,elements
Tellurium has the symbol Te.,1,3503,elements
Thallium has the atomic number of 81.,1,3504,elements
Germanium is in the Metalloid group.,1,3505,elements
Thulium has the atomic number of 69.,1,3506,elements
Sulfur is used in the production of sulfuric acid and rubber vulcanization.,1,3507,elements
Ruthenium is in the Transition metal group.,1,3508,elements
Chlorine is used as a disinfectant and in the production of PVC.,1,3509,elements
Silver is a highly conductive and reflective metal used in jewelry and electronics.,1,3510,elements
Calcium has the symbol Ca.,1,3511,elements
Osmium has the atomic number of 76.,1,3512,elements
Iodine is essential for thyroid function and is used as a disinfectant.,1,3513,elements
Scandium appears in its standard state as Solid.,1,3514,elements
Thorium is a radioactive element used as a nuclear fuel in some reactors.,1,3515,elements
Thorium has the symbol Th.,1,3516,elements
Manganese appears in its standard state as Solid.,1,3517,elements
Zinc is used to galvanize steel and is an essential trace element in living organisms.,1,3518,elements
Europium has the symbol Eu.,1,3519,elements
Bromine has the atomic number of 35.,1,3520,elements
Samarium is in the Lanthanide group.,1,3521,elements
Technetium appears in its standard state as Solid.,1,3522,elements
Terbium is in the Lanthanide group.,1,3523,elements
Neon is used in neon signs and produces a distinct reddish-orange glow.,1,3524,elements
Radon has the atomic number of 86.,1,3525,elements
Cerium has the atomic number of 58.,1,3526,elements
Iron is the most abundant element on Earth by mass and is essential for blood oxygen transport.,1,3527,elements
Dysprosium has the symbol Dy.,1,3528,elements
Iridium has the symbol Ir.,1,3529,elements
Protactinium is in the Actinide group.,1,3530,elements
Scandium has the symbol Sc.,1,3531,elements
Neon has the atomic number of 10.,1,3532,elements
Gold has the symbol Au.,1,3533,elements
Tellurium appears in its standard state as Solid.,1,3534,elements
Gadolinium appears in its standard state as Solid.,1,3535,elements
Nitrogen is in the Nonmetal group.,1,3536,elements
Carbon is in the Nonmetal group.,1,3537,elements
Molybdenum has the symbol Mo.,1,3538,elements
Helium is used to fill balloons and airships because it is lighter than air.,1,3539,elements
Tungsten has the symbol W.,1,3540,elements
Niobium is used in superconducting materials and steel alloys.,1,3541,elements
Rubidium appears in its standard state as Solid.,1,3542,elements
Mercury is a liquid at room temperature and used in thermometers and some electrical switches.,1,3543,elements
Silicon has the atomic number of 14.,1,3544,elements
Cesium has the symbol Cs.,1,3545,elements
Vanadium has the symbol V.,1,3546,elements
Aluminum appears in its standard state as Solid.,1,3547,elements
Radium is a radioactive alkaline earth metal used in luminous paints and some cancer treatments.,1,3548,elements
Helium has the atomic number of 2.,1,3549,elements
Zirconium is used in nuclear reactors due to its low neutron absorption.,1,3550,elements
Argon appears in its standard state as Gas.,1,3551,elements
Indium appears in its standard state as Solid.,1,3552,elements
Cobalt appears in its standard state as Solid.,1,3553,elements
Dysprosium has the atomic number of 66.,1,3554,elements
Dysprosium is in the Lanthanide group.,1,3555,elements
Potassium has the atomic number of 19.,1,3556,elements
Indium has the symbol In.,1,3557,elements
Silicon is in the Metalloid group.,1,3558,elements
Silver is in the Transition metal group.,1,3559,elements
Nitrogen has the symbol N.,1,3560,elements
Dysprosium appears in its standard state as Solid.,1,3561,elements
Nitrogen appears in its standard state as Gas.,1,3562,elements
Magnesium is in the Alkaline earth metal group.,1,3563,elements
Polonium has the symbol Po.,1,3564,elements
Magnesium appears in its standard state as Solid.,1,3565,elements
Promethium appears in its standard state as Solid.,1,3566,elements
Manganese has the atomic number of 25.,1,3567,elements
Platinum has the symbol Pt.,1,3568,elements
Neptunium is a radioactive actinide mainly used in research and plutonium production.,1,3569,elements
Bismuth appears in its standard state as Solid.,1,3570,elements
Lithium has the symbol Li.,1,3571,elements
Copper has the atomic number of 29.,1,3572,elements
Samarium has the atomic number of 62.,1,3573,elements
Terbium has the atomic number of 65.,1,3574,elements
Holmium has the atomic number of 67.,1,3575,elements
Zirconium has the symbol Zr.,1,3576,elements
Bismuth has the atomic number of 83.,1,3577,elements
Protactinium has the symbol Pa.,1,3578,elements
Zinc is in the Transition metal group.,1,3579,elements
Neptunium appears in its standard state as Solid.,1,3580,elements
Uranium has the atomic number of 92.,1,3581,elements
Radon is in the Noble gas group.,1,3582,elements
Lutetium appears in its standard state as Solid.,1,3583,elements
Copper appears in its standard state as Solid.,1,3584,elements
Scandium has the atomic number of 21.,1,3585,elements
Mercury is in the Transition metal group.,1,3586,elements
Antimony is used in flame retardants and some semiconductors.,1,3587,elements
Thorium has the atomic number of 90.,1,3588,elements
Lutetium has the symbol Lu.,1,3589,elements
Mercury has the atomic number of 80.,1,3590,elements
"Platinum is a highly valued, non-reactive metal used in jewelry, catalytic converters, and fuel cells.",1,3591,elements
Chlorine has the atomic number of 17.,1,3592,elements
Arsenic has the atomic number of 33.,1,3593,elements
Neptunium has the atomic number of 93.,1,3594,elements
Arsenic is in the Metalloid group.,1,3595,elements
Phosphorus appears in its standard state as Solid.,1,3596,elements
Selenium has the atomic number of 34.,1,3597,elements
Potassium is in the Alkali metal group.,1,3598,elements
Titanium is in the Transition metal group.,1,3599,elements
Europium has the atomic number of 63.,1,3600,elements
Rhodium appears in its standard state as Solid.,1,3601,elements
Rubidium is a highly reactive alkali metal used in atomic clocks.,1,3602,elements
Indium has the atomic number of 49.,1,3603,elements
Praseodymium has the symbol Pr.,1,3604,elements
Rhodium has the symbol Rh.,1,3605,elements
Sulfur has the symbol S.,1,3606,elements
Phosphorus has the symbol P.,1,3607,elements
Germanium appears in its standard state as Solid.,1,3608,elements
Gold appears in its standard state as Solid.,1,3609,elements
Neodymium has the atomic number of 60.,1,3610,elements
Bromine is in the Halogen group.,1,3611,elements
Dysprosium is used in magnets and lasers.,1,3612,elements
Cobalt is in the Transition metal group.,1,3613,elements
Francium has the symbol Fr.,1,3614,elements
Cesium is in the Alkali metal group.,1,3615,elements
Thulium appears in its standard state as Solid.,1,3616,elements
Iron is in the Transition metal group.,1,3617,elements
Selenium is in the Nonmetal group.,1,3618,elements
Erbium is used in lasers and fiber-optic communication.,1,3619,elements
Osmium appears in its standard state as Solid.,1,3620,elements
Sodium is in the Alkali metal group.,1,3621,elements
Praseodymium appears in its standard state as Solid.,1,3622,elements
Phosphorus is in the Nonmetal group.,1,3623,elements
Hafnium has the atomic number of 72.,1,3624,elements
Niobium has the atomic number of 41.,1,3625,elements
Carbon has the atomic number of 6.,1,3626,elements
Neon appears in its standard state as Gas.,1,3627,elements
Boron has the symbol B.,1,3628,elements
Cadmium has the symbol Cd.,1,3629,elements
Vanadium appears in its standard state as Solid.,1,3630,elements
Lithium appears in its standard state as Solid.,1,3631,elements
Bismuth has the symbol Bi.,1,3632,elements
Neodymium is in the Lanthanide group.,1,3633,elements
Cobalt has the symbol Co.,1,3634,elements
Protactinium has the atomic number of 91.,1,3635,elements
Uranium is in the Actinide group.,1,3636,elements
Sulfur appears in its standard state as Solid.,1,3637,elements
Niobium is in the Transition metal group.,1,3638,elements
Rhodium has the atomic number of 45.,1,3639,elements
Neodymium appears in its standard state as Solid.,1,3640,elements
Silicon is the second most abundant element in Earth's crust and is used in computer chips.,1,3641,elements
Copper is an excellent conductor of electricity and is used in wiring and pipes.,1,3642,elements
